PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_quality
38.61,76.3,22.78,16.01,32.96,12.24,1.17,7.33,17.04,2.06,1.1,1.98,70,Satisfactory
39.22,75.57,14.89,11.7,24.65,9.68,0.94,9.5,14.2,2.08,1.13,2,81,Satisfactory
41.36,79.85,13.16,11.2,23.58,9.48,0.3,9.68,15.6,2.04,1.11,2,77,Satisfactory
40.96,75.26,13.75,10.7,23.86,9.46,0.86,9.26,19.2,1.9,1.11,2,79,Satisfactory
35.44,63.1,13.54,10.91,23.88,9.48,1.13,12.01,29.03,1.74,1.1,2,84,Satisfactory
45.56,70.58,17.74,14.37,30.73,9.51,1.52,16.32,19.24,1.92,1.18,1.98,103,Moderate
42.86,69.71,16.53,10.58,23.69,9.61,0.67,7.64,22.4,2.07,1.1,1.98,85,Satisfactory
33.95,61.35,18.8,17.21,28.34,10.34,0.47,12.85,24.2,1.92,1.08,1.96,79,Satisfactory
37.32,65.85,15.01,11.66,25.01,9.59,0.09,15.59,28.21,2.02,1.11,2,56,Satisfactory
43.51,74.09,13.95,10.94,24.26,9.55,0.35,12.01,26.59,2.04,1.22,2,75,Satisfactory
31.24,54.09,14.64,11.3,24.58,9.65,1.37,15.55,23.48,1.78,1.1,2,91,Satisfactory
27.76,52.71,14,11.15,24.29,9.29,1.29,20.75,24.46,1.85,1.11,2,97,Satisfactory
33.91,61.33,13.95,11.05,23.54,9.45,1.42,43.86,21.75,1.93,1.08,1.95,90,Satisfactory
46.92,76.58,13.6,10.93,23.48,9.62,0.69,41.56,36.57,2.25,1.11,2,87,Satisfactory
29.63,55.14,13.39,10.91,23.32,9.5,0.51,6.26,32.18,1.83,1.15,1.98,66,Satisfactory
29.2,55.32,13.75,10.56,23.89,9.34,0.6,10.52,27.3,1.96,1.11,2,61,Satisfactory
60.23,82.57,13.29,10.91,23.27,9.46,1.17,20.53,25.56,2.18,1.11,2,87,Satisfactory
78.08,97.22,13.34,10.88,23.3,9.51,0.96,10.46,13.97,2.18,1.08,1.95,146,Moderate
35,62.07,13.04,10.44,23.08,9.32,0.81,13.46,11.17,1.94,1.1,1.98,96,Satisfactory
21.75,50.58,13.42,10.49,23.87,9.41,0.68,8.25,11.7,1.81,1.11,2,60,Satisfactory
12.58,41.81,12.94,10.51,23.2,9.34,0.57,9.96,14.39,1.68,1.09,1.98,63,Satisfactory
16.26,48.02,13.12,10.54,23.63,9.32,0.56,16.98,11.52,1.66,1.1,2,48,Good
18.15,51.03,13.16,10.58,23.71,9.36,0.62,21.48,15.92,1.72,1.11,2,57,Satisfactory
27.76,65.44,13.38,10.66,23.26,9.41,0.82,49.41,18.07,1.88,1.07,1.99,67,Satisfactory
28.07,69.46,12.93,10.32,22.75,9.29,0.58,10.21,21.01,2.58,1.09,2.93,84,Satisfactory
24,51.78,13.19,10.56,23.62,9.32,0.09,6.6,15.08,3.58,1.18,2.91,55,Satisfactory
30.18,54.28,12.51,10.3,22.68,8.98,0.21,4.8,27.04,4.02,1.19,2.15,60,Satisfactory
66.88,95.67,11.96,12.09,20.86,30.09,0.32,4.7,39.06,5.13,1.2,1.98,86,Satisfactory
34.53,75.78,10.57,11.41,20.97,30.69,0.23,3.05,36.75,3.45,1.15,2,94,Satisfactory
48.2,73.6,12.29,11.35,21.7,31.13,0.28,1.51,35.6,4.2,1.18,2,132,Moderate
47.82,71.06,27.37,12.56,25.77,37.76,0.33,4.19,32.11,3.2,1.07,2.48,81,Satisfactory
36.76,64.47,10.5,11.64,20.98,30.77,0.31,1.64,42.89,3.24,1.15,2,77,Satisfactory
38.85,74,11.12,11.53,20.3,30.37,0.39,11.45,18.75,1.84,2.59,1.88,94,Satisfactory
22.66,54.08,11.13,11.53,21.65,30.36,0.63,9.21,20.6,2.01,3.51,2,58,Satisfactory
42.86,107.14,11.16,11.51,21.67,30.36,0.52,7.06,24.61,2.21,3.67,2,87,Satisfactory
62.48,136.27,11.15,11.51,21.67,30.36,0.54,7.47,27.11,2.31,3.76,2,110,Moderate
80.27,181.64,11.27,14.51,24.08,29.79,0.54,12.37,22.51,2.36,3.33,1.96,147,Moderate
96.33,172.08,11.63,18.14,28.97,28.99,0.46,13.85,16.81,2.9,3.57,1.96,227,Poor
84.31,132.9,11.04,11.56,21.66,31.4,0.36,13.78,22.45,2.49,3.3,1.92,179,Moderate
90.71,135.6,12.5,13.12,23.71,31.44,0.87,15.28,19.52,3.07,3.83,1.96,198,Moderate
107.98,161.15,11.28,8.57,19.43,32.46,0.56,15.87,19.54,3.09,3.77,1.98,234,Poor
116.05,181.67,13.78,9.11,22.22,32.83,0.79,17.71,19.78,3.39,3.83,2.03,212,Poor
249.1,303.33,43.34,19.85,55.39,20.44,0.31,34.17,17.9,3.43,4.01,2.06,399,Hazardous
111.47,189.73,29.45,10.03,39.44,13.06,0.46,11.65,18.13,3.7,4.4,2,309,Hazardous
127.13,245.27,17.07,9.78,21.98,13.16,0.57,13.88,21.7,2.92,2.91,1.64,247,Poor
139.65,226.33,17.01,10.01,26.75,13.1,0.31,10.92,16.02,3.44,4.23,1.98,321,Hazardous
154.49,235.28,17.73,9.94,27.64,12.81,0.37,19.27,15.38,3.53,4.21,2,313,Hazardous
110.95,181.95,17.66,9.91,27.24,12.97,0.52,10.06,11.35,2.69,3.27,2,313,Hazardous
155.83,305.4,17.13,10.98,27.05,13.26,0.34,9.75,14.51,2.75,3.41,2,302,Hazardous
104.21,207.47,18.27,10.64,24.48,12.38,0.71,12.97,12.72,1.79,2.42,1.84,288,Poor
97.09,186.99,41.45,32.85,51.49,24.67,0.53,10.5,16.23,2.2,2.58,1.98,261,Poor
137.13,221.46,16.97,9.95,26.71,12.99,0.48,10.68,18.85,2.14,2.49,2,254,Poor
34.94,71.87,17.16,9.95,26.82,13.01,0.55,8.74,15.72,1.59,1.94,1.98,212,Poor
24.18,61.24,17.21,10.04,27.25,13.03,0.8,10.71,16.33,1.56,1.99,2,54,Satisfactory
42.84,81.33,17.28,10.04,27.28,13,0.78,9.2,12.92,2.02,2.7,2,72,Satisfactory
84.92,143.08,17.28,10.24,27.46,13.05,0.41,10.17,22.42,2.18,2.92,2,140,Moderate
84.63,158.85,17.16,10.25,27.34,13.06,0.8,11.04,27.87,2.16,2.65,2,160,Moderate
168.71,313.31,17.19,10.31,27.43,12.92,0.78,12.55,19.71,2.74,3.16,2,285,Poor
189.44,339.69,17.22,10,27.22,13,0.48,16.3,15.22,3.13,3.65,2,358,Hazardous
148.61,260.33,17.22,10.09,27.31,12.99,0.56,20.51,10.01,2.81,3.2,2,334,Hazardous
103.87,180.68,17.23,10,27.24,12.98,0.65,29.92,9.71,2.41,2.72,2,317,Hazardous
86.49,164,17.17,9.91,27.08,13,0.36,13.01,11.08,2.31,3.22,2,259,Poor
42.18,105.92,17.22,10.01,27.23,12.99,0.66,7.93,16.02,1.92,3.16,2,110,Moderate
101.44,190.56,17.24,10.01,26.96,13.01,0.65,11.37,20.02,2.12,2.83,1.98,162,Moderate
147.55,263.97,17.23,10,27.23,13,0.56,11.86,12.65,3.55,4.6,2.01,322,Hazardous
91.41,253.95,17.22,9.98,27.2,13,0.47,13.04,13.14,3.38,4.5,2.01,235,Poor
112.55,180.08,13.18,9.99,23.17,12.99,0.66,18.42,10.24,2.55,2.93,2,280,Poor
57.31,122.03,9.51,10.01,19.52,13,0.59,13.92,7.19,2.37,2.96,2,157,Moderate
24.07,59.83,9.5,9.99,19.5,13,0.67,8.75,13.37,1.91,2.89,2,85,Satisfactory
32.98,88.49,9.5,9.99,19.49,13.01,0.67,10.45,16.72,2.24,3.26,2,74,Satisfactory
39.29,146.1,9.5,9.99,19.49,13,0.48,10.74,16.08,2.83,3.9,2.01,108,Moderate
30.77,80.76,9.53,10.03,19.56,13.08,0.48,16.2,13.5,2.42,3.18,1.98,113,Moderate
31.91,46.08,9.51,10.02,19.54,13,0.63,14.87,11.14,1.81,2.17,2,64,Satisfactory
25.36,39.49,9.52,9.85,19.31,13.04,0.65,12.42,11.47,1.7,2.08,2,44,Good
26.37,51.37,9.83,10.32,19.82,9.12,0.74,13.18,15.19,1.84,2.44,2,47,Good
41.64,69.84,9.6,10.15,19.52,5.02,0.64,8.22,19.66,1.99,2.77,2,60,Satisfactory
60.29,99.83,9.54,10.06,19.6,4.93,0.71,8.9,24.19,2.41,3.08,2,89,Satisfactory
84.89,137.8,9.65,9.93,19.5,5.01,0.5,9.17,26.53,2.93,3.45,2,145,Moderate
87.69,140.27,9.51,10.05,19.2,5.1,0.59,10.68,22.89,3.1,3.37,1.98,183,Moderate
90.75,145.52,10.45,10.6,19.15,5.34,0.16,13.24,23.74,2.99,3.19,1.96,220,Poor
66.85,103.82,11.81,13.89,20.33,5.53,0.5,9.82,21.56,2.38,2.82,1.9,147,Moderate
54.62,84.09,10.47,11.54,20.38,5.25,0.24,11.64,17.87,2.42,2.96,2,106,Moderate
74.16,111.95,10.88,10.78,18.86,5.19,0.82,18.45,17.24,2.74,3.28,1.85,121,Moderate
67,114.79,11.94,12.9,21.4,5.63,0.74,12.39,20.02,3.23,3.99,1.98,123,Moderate
103.57,162.16,14.29,15.08,23.71,6.76,0.7,12.35,19,3.15,3.69,2,187,Moderate
128.64,202.77,11.96,14.02,21.02,6.05,0.66,10.06,19.17,2.99,3,2,291,Poor
86,132.04,11.49,12.72,20.34,5.63,0.54,13.79,17.99,2.62,2.7,2,245,Poor
28.77,44.31,11.17,12.31,17.56,5.95,0.72,4.02,13.14,1.61,1.62,1.93,186,Moderate
24.95,35.96,12.59,14.74,22.04,6.11,0.77,4.81,16.97,1.6,1.8,1.98,43,Good
39.26,47.36,12.76,13.75,21.92,6.29,0.71,7.47,16.45,1.77,2.09,2,59,Satisfactory
30.72,38.24,10.88,11.28,20.2,5.37,0.64,6.67,22,1.76,2.1,1.96,58,Satisfactory
41.03,51.31,12.58,12.41,21.73,5.8,0.81,5.42,24.54,1.74,1.98,1.98,55,Satisfactory
49.45,64.66,13.29,13,21.65,6.2,0.65,5.64,23.2,1.89,1.81,1.98,74,Satisfactory
58.96,85.25,13.08,14.96,21.71,6.77,0.72,6.09,24.27,2.1,2.03,1.98,95,Satisfactory
63.18,80.52,12.08,12.09,21.16,5.65,0.68,5.98,19.51,1.68,1.58,1.93,107,Moderate
108.34,125.24,11.99,11.94,21,5.61,0.62,7.66,20.05,2.09,1.91,2,171,Moderate
52.95,69.41,13.13,13.09,21.88,5.98,0.63,6.56,26.89,2.08,2.13,2,184,Moderate
62.11,84.25,11.19,12.12,20.52,5.7,0.61,5.04,23.21,2,2,2,96,Satisfactory
69.27,101.77,12.78,13.24,21.79,5.93,0.53,7.18,23.26,2.02,1.84,1.98,108,Moderate
97.42,128.35,9.53,9.83,18.23,5.18,0.64,7.05,32.52,1.78,1.63,1.9,210,Poor
52.73,76.1,10.3,10.53,19.5,5.3,0.74,6.27,48.65,1.72,1.74,2,141,Moderate
58.57,84.32,10.44,10.62,20.2,4.87,0.8,6.96,46.13,1.69,1.65,1.96,91,Satisfactory
77.3,105.41,10.48,10.73,19.7,5.17,0.73,11.3,53.99,1.68,1.62,1.98,126,Moderate
80.31,106.95,9.62,10.78,19.14,5.07,0.64,11.47,66.65,1.59,1.57,1.96,156,Moderate
80.8,107.95,10.05,10.88,19.25,5.15,0.75,10.01,66.7,1.62,1.62,1.98,193,Moderate
71.17,97.83,9.78,10.78,17.36,4.97,0.4,7.65,31.33,1.56,1.34,1.75,155,Moderate
71,98.3,9.93,10,19.75,5.04,0.59,8.42,24.9,1.75,1.47,2,111,Moderate
94.38,137.93,9.91,10.38,18.95,5.1,0.42,15.79,40.21,2.62,2.4,1.98,184,Moderate
80.8,115.13,9.91,10.44,18.85,8.93,0.3,12.54,7.82,2.77,2.78,1.9,196,Moderate
78.22,110.89,9.63,10.03,18.02,11.99,0.62,11.43,27,2.61,2.97,1.82,160,Moderate
96.86,134.78,9.35,10.02,19.27,11.99,0.11,8.12,36.13,3.43,3.81,2,221,Poor
65.12,95.22,9.51,9.67,17.61,12.16,0.28,11.92,32.48,2.25,2.44,1.85,156,Moderate
33.39,47.36,10.21,10.43,20.35,11.87,0.6,6.75,38.56,1.74,1.8,2,88,Satisfactory
36.74,46.3,9.75,9.77,19.28,11.99,0.57,7.53,8.63,1.76,1.7,2,58,Satisfactory
24.14,31.7,9.89,10.12,18.84,12.01,0.62,6.32,22.11,1.51,1.52,1.9,46,Good
56.17,80.34,9.68,10.05,19.07,11.94,0.68,20.5,23.77,2.11,1.84,1.92,66,Satisfactory
55.79,76.73,9.78,9.74,19.48,12.02,0.47,6.87,39.56,2.14,2.09,2,103,Moderate
55.64,80.28,9.37,10.19,19.5,11.99,0.73,10.87,36.72,2.02,2.14,2,87,Satisfactory
44.56,73.05,9.55,9.99,18.76,12.1,0.8,17.99,17.71,2.29,2.78,1.94,87,Satisfactory
47,61.51,9.67,10.01,19.68,12.06,0.4,6.24,25.62,1.83,2.09,2,74,Satisfactory
31.25,83.72,9.17,9.89,17.82,11.99,0.66,6.54,20.19,1.45,1.55,1.86,64,Satisfactory
64.93,108.1,9.57,10.17,19.06,11.96,0.68,7.84,15.94,2.09,2.01,1.94,111,Moderate
37.05,69.74,9.44,10.04,19.14,12,0.63,15.16,22.56,1.87,1.92,1.95,98,Satisfactory
21.05,40.05,9.72,10.07,19.58,11.92,0.8,7.78,39.9,1.59,1.84,2,63,Satisfactory
27.42,50.66,9.68,10.01,17.86,11.99,0.73,7.05,40.09,1.5,1.54,1.83,63,Satisfactory
43.96,77.9,9.54,9.93,19.14,12.01,0.6,8.46,43.35,1.85,1.82,2,70,Satisfactory
71.6,130.66,10.19,10.17,20.05,11.96,0.7,11.04,43.22,2.35,2.3,2,108,Moderate
45.03,82.9,9.88,10.69,18.16,11.83,0.73,15.78,38.27,1.88,2.08,1.83,107,Moderate
61.56,94,10.19,10.77,19.76,12.31,0.64,11.17,32.32,2.11,2.12,2,90,Satisfactory
42.4,55.89,10.76,10.82,20.45,11.96,0.64,10.61,23.37,1.66,1.67,2,96,Satisfactory
20.48,36.13,9.53,10.7,19.55,11.84,0.98,6.87,28.73,1.64,1.87,2,55,Satisfactory
27.36,57.69,10,10.35,19.39,11.8,0.55,6.8,31.21,1.69,1.81,1.96,60,Satisfactory
21.43,139.43,10.12,10.15,19.02,12.09,0.47,9.95,27.1,1.96,1.7,1.93,102,Moderate
67.56,103.84,27.82,21,36.62,14.74,0.49,6.95,37.74,2.09,2.14,2,111,Moderate
55.53,94.4,17.32,12.2,26.8,12.12,0.54,7.43,33.11,1.74,1.7,2.05,99,Satisfactory
74.16,128.7,18.61,11.48,27.36,12.04,0.46,8.99,39.2,1.85,1.76,1.94,121,Moderate
62.25,102.49,17.94,13.47,28.51,12.09,0.33,7.3,41.35,1.83,1.85,2,124,Moderate
92.15,166.94,17.97,11.59,26.63,12.4,0.9,9.69,43.9,2.15,2.14,1.95,152,Moderate
113.54,160.38,17.18,11.18,27.37,11.99,0.21,10.05,42.74,2.99,2.63,2,282,Poor
63.68,115.75,17.14,10.13,26.59,12.03,1.03,7.86,42.74,1.94,2.09,1.98,144,Moderate
84.93,187.15,17.48,10.4,26.72,12.02,0.3,9.07,35.77,2.31,2.22,2,190,Moderate
38.88,136.28,18.01,13.17,27.73,12.36,0.5,2.5,37.25,1.71,1.79,2,133,Moderate
42.33,117.43,17.64,11.27,26.66,12.13,0.76,10.04,35.09,1.63,1.63,2.05,112,Moderate
33.14,100.08,16.9,10.48,27,11.82,0.66,8.33,39.73,1.58,1.68,2,107,Moderate
41.33,123.92,17.35,10.41,27.39,11.92,0.78,10.64,43.24,1.91,2.19,2,106,Moderate
69.4,154.93,17.22,10.43,26.33,12.04,0.44,10.13,45.83,2.41,2.76,1.98,132,Moderate
66.39,145.96,18.06,11.42,27.62,12.09,0.87,9.98,45.62,2.11,2.42,1.96,139,Moderate
59.59,144.61,17.56,11.48,27.13,12.19,0.74,11.15,50.25,2,2.07,2,128,Moderate
58.55,134.7,19.04,13.05,29.17,12.23,0.76,9.63,32.13,1.8,1.93,2,121,Moderate
71.27,156.66,21.07,14.77,29.73,12.55,0.31,9.85,30.07,1.79,1.9,1.9,134,Moderate
58.17,133.37,19.01,13.89,27.62,12.37,1.33,7.4,27.53,1.72,2.12,2,127,Moderate
67.24,142.34,17.4,11.73,26.33,12.18,0.64,11.92,29.72,1.7,1.97,1.96,128,Moderate
26.4,83.14,19.15,12.31,29.03,12.12,0.62,11.35,30.35,1.53,1.92,2,108,Moderate
22.15,83.69,17.9,12.55,27.8,12.16,0.83,21.92,29.65,1.44,1.86,1.98,76,Satisfactory
32.33,97.38,17.54,11.96,27.44,12.02,0.78,9.91,29.66,1.55,1.83,1.98,92,Satisfactory
33.46,103.81,18.06,11.38,27.5,11.77,0.61,10.78,30.09,1.61,1.81,1.98,101,Moderate
55.5,135.96,17.43,10.82,26.5,11.8,0.44,13.85,32.2,1.81,1.85,1.94,118,Moderate
22.09,74.89,17.71,11.96,28.12,11.84,0.72,14.65,30.07,1.44,1.56,2,97,Satisfactory
17.61,61.51,17.42,11.14,26.82,12,0.74,11.49,27.23,1.38,1.47,1.98,68,Satisfactory
17,61.08,17.79,11.2,27.07,12.16,0.82,8.51,29.45,1.39,1.51,1.98,59,Satisfactory
25.44,77.68,17.05,11.41,26.88,12.1,0.82,11.62,30.24,1.46,1.76,2,70,Satisfactory
20.71,72.89,17.35,11.81,26.87,12.14,0.82,6.74,32.77,1.43,1.75,2,75,Satisfactory
43.24,115.85,18.82,12.66,28.37,12.29,0.73,9.44,34.08,1.66,2.02,2,96,Satisfactory
40.15,107.64,18.14,13.18,28.04,11.88,0.62,8.1,30.16,1.65,1.99,1.96,107,Moderate
17.08,70.36,17.22,11.62,26.98,11.8,0.78,8.52,36.31,1.39,1.59,2,72,Satisfactory
21.05,70.22,18.49,11.98,28.28,11.71,0.7,12.75,32.14,1.38,1.7,1.98,69,Satisfactory
25.65,83.27,17.4,12.99,27.07,12.15,0.73,21.74,32.95,1.47,1.87,2,79,Satisfactory
38.07,106.34,17.57,12.39,27.5,11.97,0.68,9.82,33.3,1.57,1.94,1.98,95,Satisfactory
41.78,109.94,18.18,10.31,27.98,12.02,0.72,9.56,31.27,1.57,1.84,2,106,Moderate
45.62,118.05,17.72,10.48,25.35,11.93,0.64,9.77,30.51,1.46,1.71,1.83,110,Moderate
39.08,107.8,17.38,10.28,27.28,11.98,0.62,16.11,30.29,1.58,1.94,2,107,Moderate
40.61,110.94,17.07,10.97,27.42,12,0.48,27.59,31.58,1.8,2.12,2,111,Moderate
33.78,100.73,17.69,11.47,27.21,12.03,0.68,23.06,26.71,1.55,2.03,1.98,96,Satisfactory
24.57,77.22,17.13,11.39,26.89,11.98,0.7,19.46,31.11,1.48,2.01,2,93,Satisfactory
30.12,85.69,17.86,10.34,27.64,11.93,0.84,9.34,31.26,1.43,1.88,2,78,Satisfactory
26.35,75.6,18.2,10.94,27.27,12.09,1.27,7.73,29.78,1.43,1.69,1.98,86,Satisfactory
15.6,61.47,18.43,10.79,27.91,11.96,0.86,6.41,28.07,1.36,1.67,2,64,Satisfactory
22.63,72.7,17.79,11.82,27.96,11.84,0.73,7.16,32.26,1.41,1.72,2,66,Satisfactory
20.29,60.78,21.42,13.83,29.21,12.79,0.73,6.22,25.63,1.35,1.62,1.94,71,Satisfactory
12.03,54.63,19.93,12.76,30.41,12.33,0.76,6.2,22.84,1.34,1.53,2.01,54,Satisfactory
17.74,63.75,17.36,11.56,27.43,12.19,0.76,6.7,22.1,1.37,1.67,1.98,60,Satisfactory
21.35,68.57,17.8,11.05,26.97,12.07,0.71,7.21,22.14,1.37,1.66,1.98,67,Satisfactory
21.91,70.76,17.8,10.68,27.51,11.97,0.78,6.82,22.14,1.38,1.54,2,69,Satisfactory
14.18,60.07,18.48,10.29,27.96,12.1,0.77,6.3,22.14,1.32,1.59,1.98,65,Satisfactory
13.97,63.92,17.69,10.82,27.94,11.74,0.78,6.22,22.14,1.34,1.58,2.01,63,Satisfactory
17.52,61.42,17.88,10.69,26.99,12.16,0.76,6.57,22.14,1.34,1.61,1.98,61,Satisfactory
22.8,50.68,17.62,10.84,27.79,12.01,0.69,7.4,22.14,1.42,1.78,2,58,Satisfactory
34.73,68.87,16.81,10.78,25.99,11.93,0.69,8.68,22.14,1.52,1.89,1.94,60,Satisfactory
20.09,34.55,18.33,11.21,28.01,12.03,0.85,8.49,22.14,1.4,1.55,2,45,Good
29.47,59.84,17.65,11.55,27.61,12.12,0.59,9.63,22.14,1.65,1.98,2,52,Satisfactory
22.37,50.46,17.34,10.67,23.17,12.09,0.64,6.33,22.14,1.21,1.4,1.79,59,Satisfactory
32.05,75.31,20.86,18.96,28.66,15.16,0.73,6.55,23.62,1.26,1.5,1.83,68,Satisfactory
22.61,48.2,23.03,17.01,33.2,14.86,0.73,7.65,36.07,1.39,1.75,2,61,Satisfactory
17.45,38.01,18.7,11.4,28.05,12.66,0.7,7.76,42.81,1.38,1.47,1.98,45,Good
8.8,18.03,21.51,11.43,31.09,12.4,0.8,5.88,43.02,1.32,1.42,2,43,Good
11.33,30.5,18.12,11.33,27.79,12.74,0.82,8.85,43.02,1.35,1.54,2,44,Good
16.35,56.92,17.86,12.25,28.27,11.95,0.68,9.64,43.02,1.37,1.54,2,51,Satisfactory
9.84,39.79,19.48,13.03,29.25,12.24,0.79,13.02,43.02,1.33,1.43,2,47,Good
13.72,51.33,21.63,14.02,31.4,12.69,0.74,9.17,43.02,1.36,1.6,2,48,Good
14.67,59.48,23.49,16.84,33.39,12.8,0.84,8.59,43.02,1.31,1.15,2,56,Satisfactory
20.68,78.36,20.44,16.25,32.22,12.53,0.67,8.94,43.02,1.3,1.1,2,68,Satisfactory
15.74,67.22,22.04,16.48,30.38,13.38,0.77,17.19,43.02,1.29,1.09,1.98,74,Satisfactory
14.78,54.18,19.74,15.44,29.59,12.11,0.69,11.17,43.02,1.3,1.1,5.05,60,Satisfactory
11.2,42.21,38.1,32.33,46.31,19.36,0.75,6.42,44.12,1.25,1.06,8.48,51,Satisfactory
13.63,52.77,28.22,21.57,37.97,14.54,0.79,7.08,43.57,1.3,1.1,8.81,56,Satisfactory
24.61,86.73,26.75,19.19,36.02,14.53,0.76,9,43.57,1.3,1.1,8.72,72,Satisfactory
23.98,112.59,25.07,17.26,34.95,13.57,0.76,8.5,43.57,1.3,1.1,8.81,102,Moderate
31.83,130.47,20.2,14.31,29.83,12.69,0.71,7.04,43.57,1.3,1.1,8.81,109,Moderate
27.93,95.68,9.72,4.71,14.19,0.88,0.79,9.36,30.18,3.39,0.04,3.82,93,Satisfactory
34.05,90.68,16.53,9.83,25.86,1.68,0.93,4.27,17.23,5.27,0.89,21.98,96,Satisfactory
38.1,61.67,7.61,3.3,10.9,1.37,0.65,14.74,26.14,7.14,1.94,2.15,88,Satisfactory
40.41,67.91,10.52,3.96,12.79,3.76,0.55,9.97,28.6,4.46,2.02,1.48,71,Satisfactory
27.21,62.04,8.6,7.2,10.64,5.9,0.53,9.63,34.72,3.57,2.08,1.32,69,Satisfactory
29.75,64.56,10.22,5.64,11.21,5.98,0.55,8.67,21.21,4,1.72,1.31,68,Satisfactory
18.35,49.86,9.53,4.55,10.1,5.94,0.51,8.83,27.24,5.97,5.59,7.5,59,Satisfactory
34.43,89.26,9.8,4.23,10.04,5.87,0.66,8.71,37.1,4.85,2.52,1.49,74,Satisfactory
33.66,105.3,10.94,6.56,11.8,5.97,0.73,8.19,21.1,5.69,2.16,1.39,102,Moderate
22.93,73.73,13.33,6.05,10.8,6.34,0.79,12.05,17.26,4.74,1.81,1.28,94,Satisfactory
16,57.51,18.72,5.25,17.25,6.51,0.83,12.05,24.57,7.3,1.96,1.25,80,Satisfactory
22.41,59.18,18.75,5.06,17.87,6.57,0.56,13.4,31.23,4.98,1.65,1.36,77,Satisfactory
13.93,49.87,12.76,3.31,7.67,6.1,0.5,14.95,16.21,2.79,1.66,1.55,48,Good
24.45,49.4,27.37,5.3,24.85,7.27,0.85,16.05,12.58,6.07,1.89,2.33,68,Satisfactory
15.77,44.47,13.35,5.38,13.63,6.2,0.54,15.9,20.96,4.99,2.73,1.79,58,Satisfactory
29.59,71,10.47,7.86,12.9,6.24,0.71,16.42,19.05,6.85,2.43,1.85,58,Satisfactory
30.27,73.77,7.99,8.1,10.54,5.76,0.46,18.14,16.87,4.5,2.51,1.64,74,Satisfactory
25.9,77.68,9.62,4.75,10.27,5.9,0.44,15.09,17.33,4.37,2.27,1.41,72,Satisfactory
38.69,82.66,10.07,4.05,10.31,6.01,0.49,14.44,15.07,4.07,1.45,1.58,83,Satisfactory
53.09,112.6,8.63,5,9.58,5.96,0.51,11.35,17.72,4.88,0.65,1.67,94,Satisfactory
43.67,104.59,10.14,4.64,10.57,5.99,0.61,12.42,13.96,4.7,0.92,1.96,106,Moderate
53.12,120.09,17.13,5.73,16.77,6.57,0.85,13.54,16.92,5.99,1.07,2.17,108,Moderate
56.82,121.89,13.25,6.53,13.7,6.21,0.74,12.52,19.27,7.2,0.99,1.89,117,Moderate
50.45,106.22,13.64,6.51,14.27,6.27,0.74,10.38,11.03,5.31,0.86,1.76,107,Moderate
58.03,106.62,13.94,5.64,14.67,6.25,0.72,12.45,26.84,6.49,0.89,1.99,107,Moderate
57.61,112.63,15.52,4.3,14.77,6.21,0.71,11.66,19.64,5.98,0.96,2.01,98,Satisfactory
74.8,128.72,13.92,6.28,14.43,6.31,0.83,13.5,19.87,6.43,0.66,25.17,135,Moderate
73.44,135.12,16.48,6.34,16.6,6.47,0.95,12.4,15.35,6.67,0.55,49.92,138,Moderate
83.96,151.62,17.66,6.6,17.59,6.62,1,10.71,19.99,7.02,0.57,1.4,158,Moderate
80.65,133.85,16.88,7.57,17.78,6.95,0.88,10.2,22.35,6.95,0.55,1.33,187,Moderate
56.2,108.33,12.07,5.93,12.92,6.42,0.61,10.23,24.06,4.8,0.35,1.27,122,Moderate
51.84,109.52,14.08,5.48,14.22,6.49,0.62,11.54,18.3,4.92,0.4,3.8,110,Moderate
53.9,111.12,10.73,5.4,11.43,6.04,0.59,11.04,18.54,4.51,0.29,2.05,105,Moderate
53.79,117.94,11.51,5.22,11.97,6.14,0.54,10.41,19.03,4.71,0.3,3.57,111,Moderate
47.72,106.01,10.27,4.3,10.48,6.15,0.54,9.55,22.98,4.48,1.08,2.68,108,Moderate
46.9,108.1,18.05,5.96,17.37,6.75,0.73,10.67,16.13,5.49,2.45,3.01,104,Moderate
71.66,130.66,21.97,7.38,21.56,7.01,0.91,9.69,15.62,6.21,3.91,3.96,110,Moderate
92.3,159.18,17.22,7.59,17.86,6.61,0.99,10.21,17.21,3.33,8.64,1.03,190,Moderate
104.11,150.29,12.26,6.84,13.52,6.22,0.82,10.29,18.17,3,6.19,0.9,231,Poor
122.16,180.25,7.8,16.3,11.84,7.79,0.73,9.92,17.49,3.04,5.9,0.81,253,Poor
154.85,224.22,33.17,13.6,33.08,27.94,0.82,9.24,16.2,3.21,6.21,0.76,335,Hazardous
110.06,184.04,36.29,19.43,43.39,40.84,1.29,9.28,14.68,3.47,8.34,0.95,268,Poor
108.09,181.54,17.27,11.43,20.99,22.6,1.01,8.21,22.36,3.42,7.81,0.86,270,Poor
109.17,169.19,9.28,10.06,13.98,12.73,0.99,8.87,24.24,3.29,6.73,0.85,262,Poor
112.71,190.12,7.24,13.46,14.1,12.82,0.89,8.29,26.53,3.43,6.82,0.8,270,Poor
123.26,190.28,14.3,11.76,18.63,19.21,1.02,9.04,14.22,4.25,7.47,0.82,297,Poor
135.98,215.41,4.69,8.11,5.18,5.93,0.98,11.2,18.42,5.01,7.34,1.17,283,Poor
